,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nationality,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,GDP,status
810,single,General Contingent,1,Social Service,daytime,secondary education,115.0,Portuguese,109.1,Yes,No,Yes,No,Female,Yes,22,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
811,single,2nd general contingent,2,Basic Education,daytime,secondary education,112.0,Portuguese,107.1,Yes,No,No,yes,Female,Yes,18,No,0,7,8,7,12.142857142857142,0,0,7,9,6,13.666666666666666,0,11.1,0.6,2.02,Graduate
812,single,2nd general contingent,1,Nursing,daytime,secondary education,135.0,Portuguese,129.2,No,No,No,yes,Female,Yes,18,No,0,7,7,7,14.145714285714286,0,0,8,9,8,13.627777777777778,0,11.1,0.6,2.02,Graduate
813,single,General Contingent,1,Nursing,daytime,secondary education,162.0,Portuguese,154.1,No,No,No,yes,Female,No,18,No,0,7,7,7,14.45,0,0,8,9,8,14.144444444444444,0,11.1,0.6,2.02,Graduate
814,single,General Contingent,1,Basic Education,daytime,secondary education,143.0,Portuguese,147.2,No,No,No,yes,Female,No,18,No,0,7,7,7,15.714285714285714,0,0,7,7,7,15.0,0,11.1,0.6,2.02,Graduate
815,single,Change of institution/course,1,Management,daytime,secondary education,130.0,Portuguese,120.0,No,No,No,yes,Female,No,21,No,0,5,9,5,12.8,0,0,5,11,3,12.666666666666666,0,11.1,0.6,2.02,Enrolled
816,single,2nd general contingent,1,Communication Design,daytime,secondary education,136.0,Portuguese,130.8,No,No,No,yes,Female,No,20,No,0,6,6,6,12.5,0,0,6,8,6,11.5,0,10.8,1.4,1.74,Enrolled
817,single,Special contingent (Madeira Island),1,Communication Design,daytime,secondary education,125.0,Portuguese,120.8,Yes,No,No,yes,Female,No,18,No,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Graduate
818,single,2nd general contingent,2,Nursing,daytime,secondary education,132.0,Portuguese,125.4,Yes,No,No,No,Female,Yes,20,No,0,7,7,7,13.462857142857144,0,0,8,10,7,13.164285714285716,0,11.1,0.6,2.02,Enrolled
819,single,General Contingent,1,Social Service (evening attendance),evening,secondary education,123.0,Portuguese,121.3,Yes,No,No,yes,Female,No,25,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate
820,single,General Contingent,1,Management,daytime,secondary education,142.0,Portuguese,127.0,Yes,No,No,yes,Female,Yes,18,No,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,Graduate
821,single,General Contingent,3,Animation and Multimedia Design,daytime,secondary education,147.0,Portuguese,151.6,Yes,No,No,yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
822,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,140.0,Spanish,131.6,Yes,No,No,yes,Female,No,20,Yes,0,7,9,6,14.714285714285714,0,1,7,16,6,13.2,0,12.4,0.5,1.79,Enrolled
823,single,General Contingent,2,Social Service,daytime,secondary education,133.1,Portuguese,106.0,Yes,No,No,yes,Female,Yes,20,No,0,6,7,6,12.571428571428571,0,0,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate
824,single,3rd general contingent,4,Journalism and Communication,daytime,secondary education,114.0,Portuguese,111.6,Yes,No,No,yes,Female,Yes,21,No,0,6,6,6,12.5,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Graduate
825,single,2nd general contingent,3,Advertising and Marketing Management,daytime,secondary education,125.0,Portuguese,117.3,Yes,No,No,yes,Female,No,18,No,0,6,8,6,14.0,0,0,6,9,5,14.0,0,8.9,1.4,3.51,Graduate
826,single,2nd general contingent,1,Basic Education,daytime,secondary education,127.0,Portuguese,121.4,Yes,No,No,yes,Female,No,18,No,0,7,8,7,11.571428571428571,0,0,7,9,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
827,single,General Contingent,3,Communication Design,daytime,secondary education,132.0,Portuguese,126.1,Yes,No,No,yes,Female,Yes,18,No,0,6,6,6,15.833333333333334,0,0,6,6,6,15.333333333333334,0,11.1,0.6,2.02,Graduate
828,single,General Contingent,4,Nursing,daytime,secondary education,148.0,Portuguese,137.0,Yes,No,No,yes,Female,No,18,No,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate
829,single,Change of Course,1,Advertising and Marketing Management,daytime,secondary education,139.0,Portuguese,120.8,No,No,No,yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
830,single,2nd general contingent,1,Tourism,daytime,secondary education,136.0,Portuguese,128.7,Yes,No,No,yes,Female,No,20,No,0,6,8,6,11.666666666666666,0,0,6,10,6,11.0,0,13.9,-0.3,0.79,Dropout
831,single,Over 23 years old,1,Social Service,daytime,12th year of schooling - not completed,133.1,Portuguese,118.0,No,No,No,yes,Female,No,47,No,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
832,single,Change of Course,1,Equinculture,daytime,secondary education,120.0,Spanish,120.0,No,No,Yes,yes,Female,No,21,Yes,2,5,9,5,13.2,2,0,5,7,2,12.5,2,10.8,1.4,1.74,Enrolled
833,married,Over 23 years old,1,Equinculture,daytime,secondary education,130.0,Portuguese,160.0,No,No,No,yes,Male,No,31,No,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,Dropout
834,married,Over 23 years old,1,Informatics Engineering,daytime,secondary education,110.0,Portuguese,150.0,Yes,No,No,yes,Male,No,46,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
835,single,General Contingent,3,Informatics Engineering,daytime,secondary education,133.0,Portuguese,121.8,Yes,No,No,yes,Male,No,18,No,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,Enrolled
836,single,2nd general contingent,3,Informatics Engineering,daytime,secondary education,138.0,Portuguese,125.4,Yes,Yes,No,yes,Male,No,19,No,0,5,10,3,13.333333333333334,0,0,5,9,4,10.75,0,8.9,1.4,3.51,Dropout
837,single,Change of institution/course,1,Oral Hygiene,daytime,secondary education,131.0,Portuguese,126.6,Yes,No,No,yes,Male,No,23,No,0,7,11,5,12.414285714285713,0,0,7,13,2,13.5,0,8.9,1.4,3.51,Enrolled
838,single,Technological specialization diploma holders,1,Equinculture,daytime,technological specialization course,150.0,Portuguese,150.0,No,No,No,No,Male,No,22,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
839,single,General Contingent,1,Management,daytime,secondary education,125.0,Portuguese,114.5,Yes,No,No,yes,Male,No,19,No,0,5,5,5,13.8,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Graduate
840,single,General Contingent,1,Management,daytime,secondary education,108.0,Brazilian,107.0,No,No,Yes,No,Female,No,19,Yes,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
841,single,2nd general contingent,1,Management,daytime,secondary education,116.0,Portuguese,115.7,No,No,No,No,Male,No,22,No,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,Enrolled
842,single,Over 23 years old,1,Equinculture,daytime,secondary education,133.1,Portuguese,120.0,No,No,Yes,No,Male,No,29,No,0,5,11,0,0.0,4,0,5,6,0,0.0,1,9.4,-0.8,-3.12,Dropout
843,single,General Contingent,3,Nursing,daytime,secondary education,147.0,Portuguese,134.8,Yes,No,No,yes,Female,No,18,No,0,7,7,6,14.016666666666666,0,0,7,7,6,14.016666666666666,0,7.6,2.6,0.32,Graduate
844,single,General Contingent,1,Social Service,daytime,secondary education,143.0,Portuguese,133.6,Yes,No,No,yes,Female,No,18,No,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,Graduate
845,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,115.0,Portuguese,129.0,Yes,No,Yes,No,Female,Yes,23,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
846,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,160.0,Portuguese,128.4,No,No,No,yes,Female,No,34,No,0,5,12,5,10.4,0,0,5,11,5,12.0,0,12.4,0.5,1.79,Graduate
847,single,2nd general contingent,1,Management,daytime,secondary education,118.0,Portuguese,122.2,No,No,No,yes,Female,No,19,No,0,5,11,3,10.666666666666666,0,0,5,9,4,10.25,0,11.1,0.6,2.02,Graduate
848,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,122.0,Portuguese,113.3,Yes,No,No,yes,Female,No,18,No,0,5,9,4,14.25,0,0,5,8,5,12.714285714285714,0,10.8,1.4,1.74,Enrolled
849,single,2nd general contingent,6,Nursing,daytime,secondary education,143.0,Portuguese,129.9,No,No,No,yes,Female,Yes,20,No,3,7,7,7,13.914285714285713,0,5,8,8,8,14.10625,0,11.1,0.6,2.02,Graduate
850,single,General Contingent,6,Nursing,daytime,secondary education,133.0,Portuguese,126.2,Yes,No,No,yes,Female,No,19,No,0,7,9,7,13.761111111111113,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,Graduate
851,single,Special contingent,2,Basic Education,daytime,secondary education,122.0,Portuguese,112.6,Yes,No,No,yes,Female,No,22,No,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
852,single,General Contingent,1,Social Service,daytime,secondary education,164.0,Portuguese,149.0,Yes,No,No,yes,Female,Yes,23,No,0,6,7,6,13.857142857142858,0,0,6,6,6,14.166666666666666,0,10.8,1.4,1.74,Graduate
853,married,Over 23 years old,1,Nursing,daytime,secondary education,133.1,Portuguese,120.0,No,No,No,yes,Male,Yes,34,No,0,8,8,7,13.842857142857143,0,0,8,8,7,13.842857142857143,0,12.7,3.7,-1.7,Graduate
854,single,2nd general contingent,4,Informatics Engineering,daytime,secondary education,127.0,Portuguese,120.4,Yes,No,Yes,No,Male,No,18,No,0,5,12,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Enrolled
855,single,General Contingent,3,Journalism and Communication,daytime,secondary education,140.0,Portuguese,128.1,Yes,Yes,No,yes,Male,No,21,No,0,6,6,5,11.8,0,0,6,9,0,0.0,0,16.2,0.3,-0.92,Dropout
856,single,General Contingent,1,Social Service,daytime,secondary education,127.0,Portuguese,141.7,Yes,No,No,yes,Male,No,22,No,0,6,6,6,12.666666666666666,0,0,6,6,6,13.833333333333334,0,10.8,1.4,1.74,Dropout
857,single,Over 23 years old,1,Agronomy,daytime,other - 11th year of schooling,133.1,Portuguese,130.0,No,No,No,yes,Male,No,28,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
858,single,Special contingent,4,Informatics Engineering,daytime,secondary education,115.0,Portuguese,113.3,Yes,No,No,yes,Male,No,23,No,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
859,single,General Contingent,1,Journalism and Communication,daytime,secondary education,108.0,Portuguese,105.9,No,No,No,yes,Male,No,20,No,0,6,11,4,10.75,0,0,6,13,2,10.0,0,7.6,2.6,0.32,Dropout
860,single,3rd general contingent,2,Informatics Engineering,daytime,secondary education,136.0,Portuguese,122.7,Yes,No,No,yes,Male,No,18,No,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,Dropout
861,single,Over 23 years old,2,Management,daytime,other - 11th year of schooling,133.1,Portuguese,120.0,Yes,No,Yes,No,Male,No,28,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
862,single,Technological specialization diploma holders,1,Communication Design,daytime,technological specialization course,120.0,Portuguese,119.8,No,No,No,yes,Male,No,21,No,2,7,7,2,12.0,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,Dropout
863,single,Over 23 years old,1,Advertising and Marketing Management,daytime,secondary education,133.1,Portuguese,122.9,No,No,Yes,No,Male,No,25,No,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,Dropout
864,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,technological specialization course,160.0,Portuguese,160.0,Yes,Yes,No,No,Male,No,19,No,2,6,6,6,14.0,0,1,6,11,6,13.5,0,12.4,0.5,1.79,Dropout
865,single,General Contingent,4,Nursing,daytime,secondary education,128.0,Portuguese,125.2,Yes,No,No,yes,Male,Yes,18,No,0,7,7,7,14.682857142857143,0,0,8,9,8,15.055555555555555,0,12.4,0.5,1.79,Graduate
866,single,Over 23 years old,1,Informatics Engineering,daytime,higher education - degree,130.0,Portuguese,143.4,No,No,No,yes,Male,No,29,No,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
867,single,Over 23 years old,1,Informatics Engineering,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,96.7,No,No,No,yes,Male,Yes,29,No,0,5,6,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout
868,single,3rd general contingent,1,Tourism,daytime,secondary education,137.0,Portuguese,126.9,No,No,No,yes,Male,No,20,No,0,6,7,6,13.857142857142858,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,Graduate
869,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,163.0,Portuguese,143.1,No,No,No,yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
870,single,General Contingent,1,Tourism,daytime,secondary education,125.0,Portuguese,114.5,No,No,No,yes,Male,No,20,No,0,6,8,6,13.142857142857142,0,0,6,7,6,12.5,0,8.9,1.4,3.51,Graduate
871,married,Over 23 years old,1,Informatics Engineering,daytime,secondary education,120.0,Portuguese,140.0,Yes,No,No,yes,Male,No,33,No,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,Dropout
872,single,Transfer,1,Management (evening attendance,evening,secondary education,150.0,Portuguese,113.7,No,No,No,yes,Male,No,30,No,11,15,15,13,11.461538461538462,0,6,11,15,10,11.583333333333334,1,16.2,0.3,-0.92,Graduate
873,single,General Contingent,1,Oral Hygiene,daytime,secondary education,135.0,Portuguese,131.5,No,No,No,yes,Male,Yes,21,No,0,7,14,5,11.2,0,0,8,11,6,11.583333333333334,0,16.2,0.3,-0.92,Enrolled
874,single,General Contingent,1,Agronomy,daytime,secondary education,148.0,Portuguese,143.5,No,No,Yes,yes,Male,No,18,No,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,Graduate
875,single,General Contingent,1,Nursing,daytime,secondary education,138.0,Portuguese,126.8,No,No,No,yes,Male,Yes,19,No,0,7,9,7,14.244444444444444,0,0,8,12,8,12.233333333333333,0,15.5,2.8,-4.06,Graduate
876,single,2nd general contingent,1,Communication Design,daytime,secondary education,119.0,Portuguese,115.2,No,No,No,yes,Male,Yes,21,No,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,Dropout
877,single,Over 23 years old,2,Oral Hygiene,daytime,secondary education,130.0,Portuguese,100.0,No,No,No,yes,Male,Yes,25,No,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout
878,single,General Contingent,2,Advertising and Marketing Management,daytime,secondary education,135.0,Portuguese,121.4,No,No,No,yes,Male,No,19,No,0,5,7,3,12.333333333333334,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate
879,single,Technological specialization diploma holders,1,Communication Design,daytime,technological specialization course,120.0,Portuguese,120.0,Yes,No,No,yes,Male,No,23,No,2,7,8,5,12.2,0,5,9,10,7,12.142857142857142,1,16.2,0.3,-0.92,Dropout
880,single,2nd general contingent,2,Communication Design,daytime,secondary education,126.0,Portuguese,129.9,Yes,No,No,yes,Male,Yes,19,No,0,6,6,6,13.666666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Graduate
881,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,149.0,Portuguese,151.1,Yes,No,No,yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
882,single,Over 23 years old,1,Agronomy,daytime,secondary education,110.0,Portuguese,120.0,No,No,Yes,No,Male,No,31,No,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
883,single,Over 23 years old,1,Agronomy,daytime,secondary education,133.1,Portuguese,130.0,No,No,Yes,No,Male,No,32,No,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,Dropout
884,single,Special contingent (Madeira Island),2,Nursing,daytime,secondary education,127.0,Portuguese,119.0,Yes,No,No,yes,Female,Yes,19,No,0,8,12,7,12.599999999999998,0,0,8,12,7,12.599999999999998,0,10.8,1.4,1.74,Graduate
885,single,Transfer,1,Journalism and Communication,daytime,frequency of higher education,120.0,Portuguese,122.0,Yes,No,No,yes,Female,No,34,No,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,Graduate
886,single,Special contingent (Madeira Island),6,Journalism and Communication,daytime,secondary education,136.0,Portuguese,129.7,Yes,No,No,yes,Female,No,21,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
887,single,Change of Course,2,Social Service,daytime,secondary education,110.0,Portuguese,112.5,Yes,No,No,yes,Female,Yes,53,No,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,Graduate
888,single,General Contingent,1,Nursing,daytime,secondary education,136.0,Portuguese,136.0,No,No,No,yes,Female,Yes,19,No,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,Graduate
889,single,General Contingent,3,Journalism and Communication,daytime,secondary education,145.0,Portuguese,133.1,No,No,No,yes,Female,Yes,20,No,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,Graduate
890,single,General Contingent,2,Journalism and Communication,daytime,secondary education,159.0,Portuguese,151.3,Yes,No,No,yes,Female,No,18,No,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,Graduate
891,single,Over 23 years old,1,Animation and Multimedia Design,daytime,secondary education,147.0,Portuguese,133.3,No,No,No,No,Female,No,32,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout
892,single,Change of Course,1,Nursing,daytime,secondary education,150.0,Portuguese,130.8,Yes,No,No,yes,Female,Yes,21,No,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate
893,single,Holders of other higher courses,1,Social Service (evening attendance),evening,higher education - degree,140.0,Portuguese,140.0,No,No,No,No,Female,No,26,No,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
894,single,Transfer,1,Veterinary Nursing,daytime,technological specialization course,150.0,Portuguese,150.0,Yes,No,No,yes,Female,No,26,No,11,18,45,18,11.833333333333334,10,9,13,27,13,12.461538461538462,5,15.5,2.8,-4.06,Graduate
895,married,Technological specialization diploma holders,1,Management (evening attendance,evening,technological specialization course,130.0,Portuguese,130.0,No,No,No,No,Female,No,21,No,0,5,12,3,11.333333333333334,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,Dropout
896,single,2nd general contingent,1,Journalism and Communication,daytime,secondary education,120.0,Portuguese,125.3,No,No,No,yes,Female,No,18,No,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,Graduate
897,single,Change of Course,1,Communication Design,daytime,technological specialization course,130.0,Portuguese,124.0,Yes,No,No,yes,Female,Yes,21,No,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,Graduate
898,single,General Contingent,1,Tourism,daytime,secondary education,112.0,Portuguese,113.8,Yes,No,No,yes,Female,No,21,No,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,Enrolled
899,single,2nd general contingent,1,Advertising and Marketing Management,daytime,secondary education,128.0,Portuguese,124.4,No,No,No,yes,Female,Yes,19,No,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
900,single,2nd general contingent,1,Management,daytime,secondary education,114.0,Portuguese,107.7,No,No,No,yes,Female,No,19,No,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout
901,single,Change of Course,2,Social Service,daytime,secondary education,118.0,Portuguese,110.0,No,No,No,yes,Female,Yes,19,No,0,6,8,6,11.428571428571429,0,0,6,11,5,11.2,0,10.8,1.4,1.74,Graduate
902,single,Holders of other higher courses,1,Nursing,daytime,higher education - degree,130.0,Portuguese,130.0,Yes,No,No,yes,Female,No,27,No,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,Graduate
903,single,General Contingent,2,Nursing,daytime,secondary education,145.0,Portuguese,138.8,Yes,No,No,yes,Female,Yes,18,No,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,Graduate
904,single,General Contingent,2,Management,daytime,secondary education,121.0,Portuguese,126.3,Yes,No,No,yes,Female,No,20,No,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
905,single,General Contingent,3,Nursing,daytime,secondary education,114.0,Portuguese,114.5,Yes,No,No,yes,Female,Yes,19,No,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,Graduate
906,single,General Contingent,4,Advertising and Marketing Management,daytime,secondary education,127.0,Portuguese,116.5,Yes,No,No,yes,Female,No,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
907,single,2nd general contingent,2,Social Service,daytime,secondary education,145.0,Portuguese,128.6,Yes,No,No,yes,Female,Yes,19,No,0,6,12,5,11.714285714285714,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,Graduate
908,single,2nd general contingent,5,Social Service,daytime,secondary education,130.0,Portuguese,130.0,Yes,No,No,yes,Female,No,20,No,0,6,8,4,11.25,0,0,6,15,3,10.0,0,9.4,-0.8,-3.12,Enrolled
909,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,150.0,Portuguese,134.6,No,No,No,yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
910,single,General Contingent,1,Basic Education,daytime,secondary education,145.0,Portuguese,146.8,No,No,No,yes,Female,No,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,13.333333333333334,0,7.6,2.6,0.32,Graduate
911,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,128.0,Portuguese,135.7,Yes,No,No,yes,Female,No,20,No,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,Graduate
912,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,140.0,Portuguese,120.0,No,No,No,No,Female,No,38,No,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,Dropout
913,divorced,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,130.0,Portuguese,138.0,No,No,No,yes,Female,No,42,No,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate
914,single,Over 23 years old,1,Nursing,daytime,secondary education,140.0,Portuguese,135.5,No,No,No,yes,Female,No,32,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
915,single,International students,1,Journalism and Communication,daytime,secondary education,120.0,Santomean,120.0,Yes,No,No,yes,Female,No,22,Yes,0,6,6,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
916,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,147.0,Portuguese,111.7,Yes,No,No,yes,Female,No,28,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
917,married,Over 23 years old,1,Social Service (evening attendance),evening,12th year of schooling - not completed,133.1,Portuguese,100.0,Yes,No,No,yes,Female,No,37,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
918,married,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,160.0,Portuguese,160.0,No,No,No,yes,Female,No,43,No,0,6,8,6,14.166666666666666,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,Graduate
919,legally separated,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,133.1,Portuguese,114.8,No,No,No,yes,Female,Yes,41,No,0,6,10,5,12.833333333333334,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate
920,divorced,Over 23 years old,1,Social Service (evening attendance),evening,basic education 3rd cycle (9th/10th/11th year) or equiv.,140.0,Portuguese,131.0,No,No,No,yes,Female,Yes,29,No,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,Graduate
921,single,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,133.1,Portuguese,97.0,No,No,No,yes,Female,Yes,35,No,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate
922,single,2nd general contingent,6,Social Service,daytime,secondary education,131.0,Portuguese,131.7,Yes,No,No,yes,Female,No,18,No,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout
923,single,Over 23 years old,1,Nursing,daytime,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,120.0,No,No,No,No,Female,Yes,39,No,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout
924,divorced,Over 23 years old,1,Management (evening attendance,evening,secondary education,120.0,Portuguese,110.0,No,No,No,yes,Female,No,37,No,0,5,14,2,10.0,0,0,5,7,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled
925,single,Over 23 years old,1,Nursing,daytime,secondary education,130.0,Portuguese,133.0,Yes,No,No,yes,Female,Yes,26,No,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate
926,single,Holders of other higher courses,1,Veterinary Nursing,daytime,higher education - degree,140.0,Portuguese,140.0,Yes,No,No,yes,Female,No,32,No,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout
927,married,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,133.1,Portuguese,100.0,No,No,Yes,yes,Female,No,37,No,3,8,12,7,11.375,0,2,7,10,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled
928,single,Over 23 years old,1,Veterinary Nursing,daytime,secondary education,140.0,Portuguese,129.3,Yes,No,Yes,yes,Female,No,28,No,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled
929,single,General Contingent,1,Social Service,daytime,secondary education,133.1,Portuguese,137.0,Yes,No,No,yes,Female,No,19,No,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
930,single,General Contingent,5,Management,daytime,secondary education,125.0,Portuguese,122.2,Yes,No,No,yes,Female,No,18,No,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled
